,Time,Date,accel_s0_mean,accel_s0_median,accel_s0_sd,accel_s0_daily_mean_change,accel_s0_daily_mean_allsensors,accel_s0_daily_median_change,accel_s0_daily_median_allsensors,accel_s0_daily_sd_change,accel_s0_daily_sd_allsensors,accel_s0_peaks,accel_s0_peaks_allsensors,accel_s0_trend_strength,accel_s0_spikiness,accel_s0_linearity,accel_s0_curvature,accel_s0_stl_e_acf1,accel_s0_stl_e_acf10,accel_s1_mean,accel_s1_median,accel_s1_sd,accel_s1_daily_mean_change,accel_s1_daily_mean_allsensors,accel_s1_daily_median_change,accel_s1_daily_median_allsensors,accel_s1_daily_sd_change,accel_s1_daily_sd_allsensors,accel_s1_peaks,accel_s1_peaks_allsensors,accel_s1_trend_strength,accel_s1_spikiness,accel_s1_linearity,accel_s1_curvature,accel_s1_stl_e_acf1,accel_s1_stl_e_acf10,accel_s2_mean,accel_s2_median,accel_s2_sd,accel_s2_daily_mean_change,accel_s2_daily_mean_allsensors,accel_s2_daily_median_change,accel_s2_daily_median_allsensors,accel_s2_daily_sd_change,accel_s2_daily_sd_allsensors,accel_s2_peaks,accel_s2_peaks_allsensors,accel_s2_trend_strength,accel_s2_spikiness,accel_s2_linearity,accel_s2_curvature,accel_s2_stl_e_acf1,accel_s2_stl_e_acf10,accel_s3_mean,accel_s3_median,accel_s3_sd,accel_s3_daily_mean_change,accel_s3_daily_mean_allsensors,accel_s3_daily_median_change,accel_s3_daily_median_allsensors,accel_s3_daily_sd_change,accel_s3_daily_sd_allsensors,accel_s3_peaks,accel_s3_peaks_allsensors,accel_s3_trend_strength,accel_s3_spikiness,accel_s3_linearity,accel_s3_curvature,accel_s3_stl_e_acf1,accel_s3_stl_e_acf10,accel_s4_mean,accel_s4_median,accel_s4_sd,accel_s4_daily_mean_change,accel_s4_daily_mean_allsensors,accel_s4_daily_median_change,accel_s4_daily_median_allsensors,accel_s4_daily_sd_change,accel_s4_daily_sd_allsensors,accel_s4_peaks,accel_s4_peaks_allsensors,accel_s4_trend_strength,accel_s4_spikiness,accel_s4_linearity,accel_s4_curvature,accel_s4_stl_e_acf1,accel_s4_stl_e_acf10,accel_s5_mean,accel_s5_median,accel_s5_sd,accel_s5_daily_mean_change,accel_s5_daily_mean_allsensors,accel_s5_daily_median_change,accel_s5_daily_median_allsensors,accel_s5_daily_sd_change,accel_s5_daily_sd_allsensors,accel_s5_peaks,accel_s5_peaks_allsensors,accel_s5_trend_strength,accel_s5_spikiness,accel_s5_linearity,accel_s5_curvature,accel_s5_stl_e_acf1,accel_s5_stl_e_acf10,accel_s6_mean,accel_s6_median,accel_s6_sd,accel_s6_daily_mean_change,accel_s6_daily_mean_allsensors,accel_s6_daily_median_change,accel_s6_daily_median_allsensors,accel_s6_daily_sd_change,accel_s6_daily_sd_allsensors,accel_s6_peaks,accel_s6_peaks_allsensors,accel_s6_trend_strength,accel_s6_spikiness,accel_s6_linearity,accel_s6_curvature,accel_s6_stl_e_acf1,accel_s6_stl_e_acf10,accel_s7_mean,accel_s7_median,accel_s7_sd,accel_s7_daily_mean_change,accel_s7_daily_mean_allsensors,accel_s7_daily_median_change,accel_s7_daily_median_allsensors,accel_s7_daily_sd_change,accel_s7_daily_sd_allsensors,accel_s7_peaks,accel_s7_peaks_allsensors,accel_s7_trend_strength,accel_s7_spikiness,accel_s7_linearity,accel_s7_curvature,accel_s7_stl_e_acf1,accel_s7_stl_e_acf10,Wave_std,Wave_daily_mean_change,Wave_daily_median_change,Wave_peaks,accel_s0_outliers,accel_s1_outliers,accel_s2_outliers,accel_s3_outliers,accel_s4_outliers,accel_s5_outliers,accel_s6_outliers,accel_s7_outliers,y_sensor1,y_sensor2,y_sensor3,y_sensor4,y_sensor5
118,02:00:00,09/01/2022,0.996700504,0.989172399,0.075244166,-0.001349038,0.004526984,-0.007042289,-0.004385354,0.057723253,0.069169936,0,0,0.071066537,1.32E-09,-0.003382706,0.011294856,-0.16665202,0.082241576,1.003981865,0.994392753,0.062122846,0.005890895,0.011808346,-0.003608048,0.000835,0.040503945,0.056048616,0,0,0.038760553,1.09E-09,0.028882085,0.053752203,-0.153363122,0.089179583,0.985107928,0.982336879,0.043371437,-0.007059047,-0.007065591,-0.01081565,-0.011220874,0.028995694,0.037297207,0,0,0.061872521,6.78E-10,-0.013262006,0.025753753,-0.154152996,0.25196002,0.986320883,0.985773861,0.0890414,-0.00423636,-0.005852637,-0.008637011,-0.007783891,0.065982099,0.08296717,0,0,0.091724941,3.50E-09,0.047701126,-0.060645608,-0.071943579,0.115119706,0.984627518,0.986019313,0.053586637,-0.009648056,-0.007546002,-0.009407938,-0.007538439,0.038782298,0.047512407,0,0,0.054816168,1.21E-09,-0.0308296,-0.044141301,-0.225794964,0.321643529,1.004909612,1.001071453,0.053855633,0.009412012,0.012736093,0.006070733,0.0075137,0.042307349,0.047781403,0,0,0.077977479,3.36E-10,0.113054892,-0.020226401,-0.031534471,0.053167139,0.980049306,0.97746712,0.059441683,0.003790922,-0.012124213,0.000372767,-0.016090633,0.038917291,0.053367453,0,0,0.016212135,1.29E-09,-0.057555327,-0.003690812,-0.186720849,0.201744151,0.992225303,0.986254692,0.074532264,0.001822549,5.18E-05,-0.005865574,-0.007303061,0.052319596,0.068458034,0,0,0.016775914,3.94E-09,-0.060944674,0.0094758,0.063128628,0.056380574,4.00E-06,0.0559226,0.078171065,13,0,0,0,0,0,0,0,0,0,0,0,0,0
119,03:00:00,09/01/2022,0.987845192,0.981925786,0.070403533,-0.010194849,-0.004328327,-0.014279246,-0.011631967,0.052803089,0.064329303,0,0,0.052000627,2.07E-09,-0.127521264,-0.013536915,-0.029608358,0.190139144,0.988273772,0.985568881,0.069095184,-0.009858683,-0.003899747,-0.012323141,-0.007988872,0.047529519,0.063020954,0,0,0.050831822,1.50E-09,-0.052580988,0.078637789,-0.103331473,0.039662714,0.992981971,0.998139679,0.050878075,0.000864707,0.000808452,0.004995897,0.004581927,0.036553272,0.044803845,0,0,0.07445161,5.20E-10,0.047012011,-0.085492372,-0.219332611,0.078440614,0.987783713,0.99898386,0.082859813,-0.002743696,-0.004389807,0.004672825,0.005426107,0.059740077,0.076785583,0,0,0.268913467,2.38E-09,-0.028671712,0.08951367,-0.096988899,0.072939703,0.98796348,0.991595387,0.051195431,-0.00624415,-0.00421004,-0.003738195,-0.001962365,0.036418487,0.045121201,0,0,0.038399198,7.46E-10,0.095275203,0.033326233,-0.116520515,0.147633822,1.002477085,0.994432986,0.05060589,0.006913203,0.010303565,-0.000586122,0.000875233,0.039061376,0.04453166,0,0,0.018218623,1.08E-09,-0.052295614,0.009363032,-0.016213226,0.093131323,0.981815607,0.98460871,0.06117236,0.005530526,-0.010357912,0.007481009,-0.008949043,0.04071733,0.05509813,0,0,0.12588232,5.46E-10,0.027453325,-0.07041344,-0.064478023,0.092259936,0.976879951,0.970456541,0.074438147,-0.013535638,-0.015293568,-0.021622896,-0.023101212,0.052265087,0.068363918,0,0,0.12485662,2.64E-09,0.003448043,0.136912656,0.086667063,0.103490661,0.104976,-0.315119067,-0.292659607,13,0,0,0,0,0,0,0,0,0,0,0,0,0
120,04:00:00,09/01/2022,1.001073172,0.993339181,0.067710541,0.003104423,0.008899652,-0.002856195,-0.000218572,0.050079931,0.061636311,0,0,0.020008747,6.23E-09,0.021542812,-0.065204981,-0.140714849,0.090174595,1.011108071,1.006677151,0.055669678,0.013044557,0.018934552,0.008893907,0.013119398,0.034122053,0.049595448,0,0,0.079829675,1.62E-09,0.040289548,0.046333656,0.007835069,0.144085523,0.994960294,0.995959938,0.046678487,0.002836983,0.002786774,0.002807409,0.002402185,0.032387656,0.040604257,0,0,0.099809073,1.78E-09,0.100100503,-0.001429936,-0.085936463,0.103389301,0.983911958,0.972974956,0.085847838,-0.006596264,-0.008261561,-0.021435916,-0.020582797,0.062721462,0.079773608,0,0,0.072834369,7.27E-09,0.052678772,0.070521604,-0.225420241,0.082933511,0.974149332,0.972030401,0.057327205,-0.020014632,-0.018024187,-0.023209512,-0.021527352,0.042587889,0.051252975,0,0,0.055690899,1.14E-09,-0.037538686,-0.016009744,-0.015316257,0.221096226,0.995315278,0.997816145,0.049524336,-0.000296948,0.003141758,0.002815425,0.004258393,0.038002465,0.043450106,0,0,0.023777534,7.49E-10,0.034839557,0.048497819,-0.147688697,0.109206979,0.984852237,0.983180404,0.058636361,0.00852848,-0.007321283,0.006019354,-0.010377349,0.038246808,0.052562131,0,0,0.09926589,1.29E-09,0.009014415,0.029175571,-0.109636055,0.15327803,0.985210589,0.987058759,0.067829837,-0.005110345,-0.00696293,-0.004979849,-0.006498994,0.045696906,0.061755608,0,0,0.142302292,4.81E-09,0.028384856,-0.101553199,-0.080231903,0.103864236,0.206116,0.117714267,0.161340393,13,0,0,0,0,0,0,0,0,0,0,0,0,0
121,05:00:00,09/01/2022,0.988977636,0.993813276,0.065088483,-0.009012671,-0.003195883,-0.002367675,0.000255523,0.047450684,0.059014253,0,0,0.02805105,2.14E-09,0.049178821,0.021680484,-0.11461794,0.113665967,0.995139226,0.997204602,0.067335473,-0.003014876,0.002965706,-0.00068742,0.003646849,0.045858711,0.061261244,0,0,0.066456067,1.24E-09,0.007468725,-0.058787098,-0.079764896,0.036959991,0.983739075,0.984205842,0.048496641,-0.008403937,-0.008434444,-0.009050623,-0.009351911,0.034252031,0.042422411,0,0,0.084653143,1.04E-09,0.026599999,-0.035608551,-0.033087624,0.102399079,0.974355763,0.97863251,0.088134628,-0.016106652,-0.017817757,-0.015678525,-0.014925243,0.064980099,0.082060398,0,0,0.010288147,1.52E-09,0.023389846,0.014477382,-0.115836116,0.081617006,0.97479083,0.979019046,0.06059767,-0.019234144,-0.017382689,-0.01621893,-0.014538707,0.045864428,0.05452344,0,0,0.162269176,5.14E-10,0.02588119,0.010859096,-0.085710583,0.072487592,1.004114783,1.003334522,0.05087436,0.008504619,0.011941263,0.008315414,0.009776769,0.039379761,0.04480013,0,0,0.006803896,1.21E-09,0.013831502,0.021902737,0.066236843,0.198222059,0.990020426,0.990325928,0.050803507,0.013637444,-0.002153093,0.013031483,-0.003231825,0.030483083,0.044729277,0,0,0.106812508,9.10E-10,0.008855392,0.066902301,-0.06874094,0.06942105,0.984847101,0.983753085,0.070129832,-0.005438345,-0.007326419,-0.008147657,-0.009804668,0.048062228,0.064055602,0,0,0.013775961,2.22E-09,0.055657096,0.005526499,-0.126241501,0.140078761,0.015625,0.206127241,0.256,13,0,0,0,0,0,0,0,0,0,0,0,0,0
122,06:00:00,09/01/2022,1.002473866,1.008082986,0.072519173,0.004545715,0.010300346,0.011916459,0.014525233,0.054892923,0.066444943,0,0,0.018432708,1.31E-09,0.018049928,0.054945834,-0.027779803,0.110256278,0.993693824,0.99570936,0.063124089,-0.004439485,0.001520304,-0.002073884,0.002151607,0.041675686,0.057049859,0,0,0.104179729,1.39E-09,-0.031636295,0.028080995,-0.048609708,0.044117491,0.994083483,0.993055373,0.046290283,0.001998429,0.001909964,-9.72E-05,-0.000502379,0.03208717,0.040216053,0,0,0.124931993,3.28E-10,0.05273791,0.029229234,-0.008381463,0.0925574,0.972382726,0.964267492,0.096362621,-0.017968609,-0.019790793,-0.029943705,-0.029290261,0.073162875,0.090288391,0,0,0.020949891,3.85E-09,-0.026305016,0.024556942,0.032885439,0.150957781,0.983442485,0.979151726,0.066845683,-0.010449839,-0.008731034,-0.016084313,-0.014406027,0.052095441,0.060771453,0,0,0.014369083,6.15E-10,0.026745918,-0.037619756,-0.085308278,0.06250264,0.99963796,0.995636284,0.057621094,0.003969143,0.00746444,0.000598788,0.002078532,0.04614778,0.051546865,0,0,0.099821352,4.34E-10,-0.134953461,0.035868038,-0.182712361,0.097571776,0.98643365,0.990653574,0.054320341,0.009956617,-0.005739869,0.013225734,-0.002904178,0.034067594,0.048246111,0,0,0.10790508,6.26E-10,0.039231199,-0.031410106,0.174799543,0.195060154,0.983926825,0.977514625,0.070867897,-0.006321114,-0.008246694,-0.014248252,-0.016043128,0.048857941,0.064793667,0,0,0.017364074,1.13E-09,0.047261667,-0.056582937,0.055958808,0.076360194,0.086436,-0.125997759,-0.041,13,0,0,0,0,0,0,0,0,0,0,0,0,0
123,07:00:00,09/01/2022,1.003943295,1.011598349,0.077182975,0.005984009,0.011769775,0.015417397,0.018040596,0.059512403,0.071108745,0,0,0.148295797,1.06E-09,0.045655537,-0.139287477,-0.104496341,0.100689296,0.99410405,0.989262342,0.068719451,-0.003998852,0.00193053,-0.008493721,-0.00429541,0.04731955,0.062645221,0,0,0.020288467,1.47E-09,-0.082901882,0.001195213,-0.079283599,0.148351506,0.994750738,0.993344843,0.046466777,0.002651996,0.002577219,0.000201061,-0.000212909,0.032309742,0.040392547,0,0,0.053859998,9.45E-10,-0.017801085,-0.072846516,-0.017167286,0.114926961,0.98362029,0.973339081,0.085736275,-0.006607973,-0.00855323,-0.020646989,-0.020228672,0.062413941,0.079662045,0,0,0.018017016,1.48E-09,0.020419772,0.003991609,-0.028320302,0.164437687,0.987535004,0.988360584,0.062535512,-0.006285747,-0.004638516,-0.006709605,-0.005197169,0.04771139,0.056461282,0,0,0.040866095,3.66E-10,0.048223448,0.034344368,-0.029332506,0.147461212,1.001195215,0.998552382,0.053643471,0.005499213,0.009021696,0.003514856,0.004994629,0.042146323,0.047569241,0,0,0.03645624,1.65E-09,-0.011086183,0.018855683,-0.297114129,0.177773998,0.995692634,0.992358506,0.050865174,0.019147404,0.003519114,0.014911026,-0.001199247,0.030682313,0.044790944,0,0,0.053144787,2.37E-09,0.026138905,0.019643459,-0.091554021,0.098485388,0.990794131,0.989059269,0.073844474,0.000589486,-0.001379389,-0.002686113,-0.004498483,0.05188917,0.067770244,0,0,0.040594966,1.71E-09,0.096259263,0.030513513,0.112522809,0.116940167,0.286225,0.393065949,0.494,13,0,0,0,0,0,0,0,0,0,0,0,0,0
124,08:00:00,09/01/2022,1.000787971,0.999082506,0.071263842,0.002787978,0.008614452,0.00288713,0.005524753,0.053505576,0.065189612,0,0,0.152491313,7.62E-10,0.02165491,-0.081146161,-0.093617906,0.148938317,0.999840983,0.998121202,0.064828522,0.001765284,0.007667463,0.000392318,0.004563449,0.043449563,0.058754292,0,0,0.066893461,3.23E-10,0.042830918,-0.003606239,0.022496085,0.075496481,0.996293434,0.999359787,0.05322757,0.004176652,0.004119915,0.006207258,0.005802034,0.039115866,0.04715334,0,0,0.085001722,4.67E-10,-0.050972801,-0.033671346,-0.014315622,0.136271415,0.98476371,0.976255953,0.077453901,-0.0054196,-0.007409809,-0.01750499,-0.017301799,0.054111373,0.071379671,0,0,0.035247346,5.75E-10,-0.043426741,0.059404832,-0.06881002,0.053750529,0.982855223,0.978585899,0.057675125,-0.010922768,-0.009318297,-0.01631844,-0.014971854,0.04282133,0.051600895,0,0,0.059778932,2.35E-10,-0.020617619,-0.025753996,-0.226170593,0.158394107,1.001414754,0.994909704,0.055800368,0.005681342,0.009241234,-0.000127852,0.001351951,0.044309985,0.049726138,0,0,0.144646777,5.49E-10,-0.008557137,-0.049006146,-0.04343856,0.0395483,0.988472038,0.986774743,0.056019887,0.011796554,-0.003701481,0.009307623,-0.00678301,0.035903416,0.049945657,0,0,0.066419274,9.52E-10,-0.005543885,-0.036789277,-0.066735176,0.098556228,0.985197546,0.985450566,0.06223555,-0.005011108,-0.006975973,-0.006277323,-0.008107187,0.040322453,0.056161321,0,0,0.025288306,1.25E-09,0.027878949,0.042684602,-0.192533656,0.122579321,0.001156,0.399190949,0.4715,14,0,1,0,0,0,0,0,0,0,0,0,0,0
125,09:00:00,09/01/2022,0.999746327,1.000123262,0.05513981,0.001727496,0.007572808,0.003918231,0.00656551,0.037352709,0.04906558,0,0,0.159727087,9.17E-10,-0.174795096,-0.021724939,-0.002768798,0.062891224,0.995551003,0.994773388,0.054995817,-0.002536624,0.003377483,-0.002982676,0.001215635,0.033658043,0.048921587,0,0,0.001399933,9.13E-10,0.025751948,0.002564065,-0.051273211,0.249355266,0.990621296,0.990523875,0.050431627,-0.001523708,-0.001552224,-0.002724811,-0.003033878,0.036342049,0.044357397,0,0,0.099588895,2.70E-10,-0.073231917,-0.029622953,-0.302050134,0.209324792,0.994310882,0.993365526,0.075590431,0.004164191,0.002137363,-0.000377804,-0.000192227,0.052281805,0.069516202,0,0,0.092850516,6.47E-10,-0.031976625,0.049798295,-0.107626138,0.075735148,1.002392053,1.007617354,0.051403709,0.008687865,0.010218533,0.012713015,0.014059602,0.036557504,0.045329479,0,0,0.040062506,3.97E-10,-0.016468215,-0.008760562,-0.078458688,0.049059916,0.997222289,0.997878134,0.048146715,0.00145049,0.00504877,0.002840608,0.004320381,0.036648854,0.042072486,0,0,0.072689511,6.88E-10,-0.056761518,-0.032858425,-0.181126295,0.115851588,0.983210143,0.985024631,0.05514491,0.006454953,-0.008963376,0.007350519,-0.008533122,0.035096784,0.049070681,0,0,0.076930705,1.13E-09,-0.111134378,-0.044938397,-0.189843258,0.124147863,0.99916175,0.999271512,0.06242241,0.008986955,0.006988231,0.007592171,0.005713759,0.040582681,0.05634818,0,0,0.04745985,1.89E-09,-0.01937082,-0.034774283,-0.097835475,0.108800076,0.000676,0.342565949,0.3825,14,0,0,0,0,0,0,0,1,0,0,0,0,0
126,10:00:00,09/01/2022,1.011305672,1.006088257,0.058854167,0.013275247,0.019132153,0.009873569,0.012530504,0.04112176,0.052779937,0,0,0.066289556,8.49E-10,0.061975138,0.037442704,0.055809859,0.136641185,1.002902587,1.003484666,0.056108749,0.004831985,0.010729067,0.005755782,0.009926914,0.034840392,0.05003452,0,0,0.102361933,1.13E-09,-0.048660063,0.049790137,-0.189171864,0.123117453,0.990326087,0.985565841,0.043933585,-0.00180869,-0.001847433,-0.007586688,-0.007991912,0.029878132,0.037859355,0,0,0.07059759,4.04E-10,0.020943762,0.002982761,0.019202256,0.175291711,0.99893597,0.990820587,0.07181091,0.008761331,0.00676245,-0.00290513,-0.002737166,0.048545349,0.06573668,0,0,0.07461993,1.78E-09,-0.082295605,-0.038058102,-0.054233693,0.127861802,0.997451127,0.999028862,0.04957649,0.003688631,0.005277607,0.004124522,0.005471109,0.034768194,0.04350226,0,0,0.026990749,8.33E-10,-0.027624003,-0.06190205,-0.092319891,0.170176855,1.004594434,1.006921113,0.039688166,0.0088129,0.012420915,0.011883557,0.01336336,0.028222341,0.033613936,0,0,0.062234362,4.41E-10,-0.021269753,-0.066632566,-0.164477876,0.046599325,0.985688137,0.985289514,0.050888053,0.008889625,-0.006485383,0.00740841,-0.008268239,0.030907764,0.044813823,0,0,0.017652226,2.02E-09,0.017352718,0.043954345,-0.081410647,0.033017946,0.99974443,0.994503319,0.066764015,0.009509319,0.007570911,0.002775431,0.000945566,0.044996751,0.060689785,0,0,0.068504129,2.04E-09,-0.046129034,0.111482672,0.027391122,0.144208258,0.125316,-0.021892384,0.0285,14,0,0,0,0,0,0,0,0,0,0,0,0,0
127,11:00:00,09/01/2022,0.99992776,0.992071033,0.058469234,0.001808833,0.00775424,-0.004189909,-0.00148672,0.040780927,0.052395004,0,0,0.092378097,1.28E-09,0.029039682,-0.024157001,-0.030117886,0.058372309,1.003272833,1.003702164,0.053461881,0.005170018,0.011099313,0.0059461,0.010144411,0.032260612,0.047387651,0,0,0.105641246,3.50E-09,-0.092589516,0.046106137,-0.060464941,0.027246806,0.993109378,0.991017342,0.044916664,0.000986658,0.000935858,-0.00212644,-0.002540411,0.030908227,0.038842435,0,0,0.012774689,7.26E-10,-0.025924757,0.015385874,-0.046289999,0.086217533,1.003188991,1.005228639,0.073814,0.012955943,0.011015471,0.01151076,0.011670886,0.050606411,0.06773977,0,0,0.044581247,1.69E-09,0.031272262,-0.0955811,-0.173901042,0.087857881,1.000853176,0.997612417,0.048680619,0.007066089,0.008679656,0.002542228,0.004054664,0.033915271,0.042606389,0,0,0.026686263,5.30E-10,-0.015265558,0.001093538,-0.092833419,0.118311782,0.995506791,0.993502915,0.049024725,-0.000333495,0.003333272,-0.001588911,-5.48E-05,0.037593564,0.042950495,0,0,0.054962567,3.71E-10,0.013143283,0.034754068,-0.078870668,0.108447063,0.988620395,0.989874661,0.046522608,0.011762619,-0.003553124,0.011914119,-0.003683092,0.026606719,0.040448378,0,0,0.042931077,1.09E-09,0.023869287,-0.031629906,-0.078169932,0.106780388,0.991667867,0.98522526,0.069196108,0.00136936,-0.000505653,-0.006520122,-0.008332493,0.047493644,0.063121878,0,0,0.118270278,2.11E-09,0.011381362,-0.133669087,-0.067899267,0.118675426,0.061009,-0.27767075,-0.237,14,0,0,1,0,0,0,0,0,0,0,0,0,0
128,12:00:00,09/01/2022,1.000716608,0.993859529,0.060805084,0.002585702,0.008543088,-0.002355158,0.000301777,0.043161876,0.054730854,0,0,0.102749386,4.55E-09,-0.151200801,-0.031255468,-0.083094665,0.110944842,0.995493246,0.994955897,0.05374768,-0.002643808,0.003319726,-0.002827346,0.001398145,0.032616133,0.04767345,0,0,0.112739456,5.54E-09,0.069151307,0.07563854,-0.199456889,0.1366731,0.995111559,0.99195379,0.047872641,0.002982306,0.00293804,-0.001181245,-0.001603963,0.033910063,0.041798411,0,0,0.056768444,4.73E-10,-0.056420381,-0.003244555,-0.108830644,0.135776095,0.995564299,0.999281406,0.074558298,0.00524545,0.003390779,0.005555689,0.005723654,0.051400989,0.068484068,0,0,0.063869283,6.70E-09,-0.141513423,0.049500493,-0.225010477,0.123464504,0.99909694,0.998806417,0.044604962,0.005263058,0.00692342,0.003570378,0.005248664,0.029884225,0.038530733,0,0,0.033036055,9.93E-10,-0.00834543,-0.033828866,-0.031806332,0.067397362,0.995962731,0.998283118,0.045403905,0.000124653,0.003789211,0.003245562,0.004725365,0.034001421,0.039329675,0,0,0.028990408,1.36E-09,-0.018290211,0.012857085,-0.027923449,0.135979168,0.981389254,0.979860723,0.048837316,0.00445358,-0.010784266,0.001820743,-0.01369703,0.028976156,0.042763086,0,0,0.075353642,1.51E-09,-0.040649874,-0.159148073,0.006749216,0.074975518,0.992110626,0.987420022,0.068541883,0.001803051,-6.29E-05,-0.004307866,-0.00613773,0.046897294,0.062467653,0,0,0.100123647,4.66E-09,-0.136851589,0.055627207,-0.218153794,0.118526231,0.005625,-0.21217075,-0.162,14,0,0,0,0,0,0,0,0,0,0,0,0,0
129,13:00:00,09/01/2022,1.003714163,1.005091906,0.061230122,0.005566246,0.011540643,0.008886874,0.011534153,0.043623214,0.055155893,0,0,0.064576268,1.52E-09,0.017808732,0.016469744,0.03244291,0.080465237,0.997395003,0.99831146,0.058365056,-0.000724657,0.005221483,0.000555396,0.004753707,0.037302304,0.052290826,0,0,0.033015695,5.28E-09,-0.079564316,0.007315532,-0.065247169,0.069925355,0.995638386,0.996888578,0.05344866,0.003489512,0.003464866,0.003793374,0.003330825,0.039526709,0.04737443,0,0,0.015212594,4.03E-10,0.019847331,0.042103668,-0.049948851,0.145225389,0.992001612,0.996912718,0.060025913,0.001648254,-0.000171908,0.003169388,0.003354965,0.036915701,0.053951683,0,0,0.007565682,2.80E-09,-0.045362142,0.035539739,0.001586498,0.113229372,0.998499753,0.999703944,0.047564017,0.004631246,0.006326234,0.004465967,0.006146191,0.032892057,0.041489787,0,0,0.173724155,8.09E-10,-0.186039595,-0.003045472,-0.025697277,0.10225319,0.998510195,0.999718845,0.051497828,0.002671297,0.006336676,0.004627019,0.006161092,0.040131939,0.045423598,0,0,0.123876967,7.79E-10,0.072171355,-0.057783778,-0.026598053,0.061240192,0.98417629,0.985079587,0.055016347,0.007211315,-0.00799723,0.006963074,-0.008478166,0.035215021,0.048942117,0,0,0.079318197,2.06E-09,0.02694792,0.060914076,0.002853996,0.068773534,0.994182804,0.994913101,0.06560013,0.003863367,0.002009284,0.003233761,0.001355348,0.044014863,0.059525901,0,0,0.112475105,1.57E-09,0.040315185,0.172558535,-0.070839975,0.110413487,0.121104,-0.57129575,-0.51,14,0,0,0,0,0,0,1,0,0,0,0,0,0
130,14:00:00,09/01/2022,0.999449526,1.004205346,0.055992416,0.001265229,0.007276007,0.007990658,0.010647593,0.038419946,0.049918186,0,0,0.040017089,1.57E-09,-0.002499024,0.113709895,-0.095271843,0.082664056,1.011210092,1.011539578,0.05361759,0.013095168,0.019036572,0.013756335,0.017981826,0.032615539,0.047543361,0,0,0.032437189,2.03E-09,-0.08707324,0.039761032,-0.045984231,0.059756565,0.998031123,0.997751176,0.040552339,0.005859442,0.005857604,0.004616141,0.004193424,0.026650576,0.034478109,0,0,0.005329701,1.15E-09,0.029827125,0.012951753,-0.134521434,0.120095244,0.998410985,1.008180737,0.05999611,0.008046854,0.006237466,0.014419794,0.014622985,0.036962039,0.05392188,0,0,0.006518672,4.35E-09,0.003056074,0.053430273,-0.123483191,0.077112706,0.999535299,1.002700806,0.040929263,0.005636523,0.00736178,0.007460892,0.009143053,0.026303038,0.034855033,0,0,0.125773807,6.05E-10,0.10466153,-0.04822745,-0.052392066,0.147468776,0.993042859,0.990363955,0.045347036,-0.002813499,0.00086934,-0.00478214,-0.003193797,0.033999511,0.039272806,0,0,0.064296077,8.02E-10,-0.006168111,0.049276412,-0.13607976,0.1124464,0.978981755,0.981359661,0.046993302,0.001969647,-0.013191765,0.003166616,-0.012198092,0.027257214,0.040919072,0,0,0.051196071,5.58E-09,0.046210601,0.114145407,-0.024410706,0.043958537,1.001072472,1.000965118,0.053065519,0.010727784,0.008898952,0.00923723,0.007407366,0.031545826,0.046991289,0,0,0.059502432,5.62E-09,-0.002609631,0.013792692,-0.032577125,0.086750674,0.003249,-0.62604575,-0.567,14,0,1,0,0,0,0,0,0,0,0,0,0,0
131,15:00:00,09/01/2022,0.993759223,0.986373961,0.054217843,-0.004433291,0.001585703,-0.00988698,-0.007183792,0.036696345,0.048143614,0,0,0.016496493,9.21E-10,-0.046679525,-0.020084147,-0.199279558,0.134698278,1.007092716,1.009085059,0.05465619,0.008892759,0.014919197,0.011193037,0.015527306,0.033721771,0.04858196,0,0,0.030847441,8.25E-09,0.062815931,-0.028609217,-0.119794166,0.07924865,0.99640815,0.994875789,0.05109557,0.004198421,0.00423463,0.001732007,0.001318036,0.037237828,0.04502134,0,0,0.040119008,1.01E-09,-0.047276808,0.012988041,0.004808892,0.085883014,0.992342033,0.986553013,0.055089607,0.00192565,0.000168513,-0.007433057,-0.007004739,0.032130928,0.049015378,0,0,0.136160253,3.39E-09,-0.100008382,0.030957948,0.017589364,0.067618275,1.001044076,1.000925303,0.038959169,0.007108699,0.008870557,0.00559172,0.00736755,0.024378482,0.032884939,0,0,0.046366268,1.12E-09,0.022879749,0.111152116,-0.071458833,0.06186647,0.993654469,0.988705337,0.048129434,-0.002183619,0.00148095,-0.006386489,-0.004852416,0.03681798,0.042055204,0,0,0.121424797,1.23E-09,-0.03894385,0.028670675,0.001408499,0.160243493,0.98120647,0.973260641,0.059457265,0.004181573,-0.010967049,-0.004954964,-0.020297112,0.039775649,0.053383035,0,0,0.037319053,3.73E-09,0.080268027,-0.05071757,-0.015064023,0.08787095,0.990516749,0.991083086,0.05702646,0.0001024,-0.001656771,-0.000662297,-0.002474667,0.035570752,0.05095223,0,0,0.133133072,2.48E-09,0.033342036,-0.042367332,0.076617272,0.071145026,0.005041,-0.687485133,-0.638,14,0,1,0,0,0,0,0,0,0,0,0,0,0
