"","Time","accel_s0_mean","accel_s0_median","accel_s0_sd","accel_s0_daily_mean_change","accel_s0_daily_mean_allsensors","accel_s0_daily_median_change","accel_s0_daily_median_allsensors","accel_s0_daily_sd_change","accel_s0_daily_sd_allsensors","accel_s0_peaks","accel_s0_peaks_allsensors","accel_s0_trend_strength","accel_s0_spikiness","accel_s0_linearity","accel_s0_curvature","accel_s0_stl_e_acf1","accel_s0_stl_e_acf10","accel_s1_mean","accel_s1_median","accel_s1_sd","accel_s1_daily_mean_change","accel_s1_daily_mean_allsensors","accel_s1_daily_median_change","accel_s1_daily_median_allsensors","accel_s1_daily_sd_change","accel_s1_daily_sd_allsensors","accel_s1_peaks","accel_s1_peaks_allsensors","accel_s1_trend_strength","accel_s1_spikiness","accel_s1_linearity","accel_s1_curvature","accel_s1_stl_e_acf1","accel_s1_stl_e_acf10","accel_s2_mean","accel_s2_median","accel_s2_sd","accel_s2_daily_mean_change","accel_s2_daily_mean_allsensors","accel_s2_daily_median_change","accel_s2_daily_median_allsensors","accel_s2_daily_sd_change","accel_s2_daily_sd_allsensors","accel_s2_peaks","accel_s2_peaks_allsensors","accel_s2_trend_strength","accel_s2_spikiness","accel_s2_linearity","accel_s2_curvature","accel_s2_stl_e_acf1","accel_s2_stl_e_acf10","accel_s3_mean","accel_s3_median","accel_s3_sd","accel_s3_daily_mean_change","accel_s3_daily_mean_allsensors","accel_s3_daily_median_change","accel_s3_daily_median_allsensors","accel_s3_daily_sd_change","accel_s3_daily_sd_allsensors","accel_s3_peaks","accel_s3_peaks_allsensors","accel_s3_trend_strength","accel_s3_spikiness","accel_s3_linearity","accel_s3_curvature","accel_s3_stl_e_acf1","accel_s3_stl_e_acf10","accel_s4_mean","accel_s4_median","accel_s4_sd","accel_s4_daily_mean_change","accel_s4_daily_mean_allsensors","accel_s4_daily_median_change","accel_s4_daily_median_allsensors","accel_s4_daily_sd_change","accel_s4_daily_sd_allsensors","accel_s4_peaks","accel_s4_peaks_allsensors","accel_s4_trend_strength","accel_s4_spikiness","accel_s4_linearity","accel_s4_curvature","accel_s4_stl_e_acf1","accel_s4_stl_e_acf10","accel_s5_mean","accel_s5_median","accel_s5_sd","accel_s5_daily_mean_change","accel_s5_daily_mean_allsensors","accel_s5_daily_median_change","accel_s5_daily_median_allsensors","accel_s5_daily_sd_change","accel_s5_daily_sd_allsensors","accel_s5_peaks","accel_s5_peaks_allsensors","accel_s5_trend_strength","accel_s5_spikiness","accel_s5_linearity","accel_s5_curvature","accel_s5_stl_e_acf1","accel_s5_stl_e_acf10","accel_s6_mean","accel_s6_median","accel_s6_sd","accel_s6_daily_mean_change","accel_s6_daily_mean_allsensors","accel_s6_daily_median_change","accel_s6_daily_median_allsensors","accel_s6_daily_sd_change","accel_s6_daily_sd_allsensors","accel_s6_peaks","accel_s6_peaks_allsensors","accel_s6_trend_strength","accel_s6_spikiness","accel_s6_linearity","accel_s6_curvature","accel_s6_stl_e_acf1","accel_s6_stl_e_acf10","accel_s7_mean","accel_s7_median","accel_s7_sd","accel_s7_daily_mean_change","accel_s7_daily_mean_allsensors","accel_s7_daily_median_change","accel_s7_daily_median_allsensors","accel_s7_daily_sd_change","accel_s7_daily_sd_allsensors","accel_s7_peaks","accel_s7_peaks_allsensors","accel_s7_trend_strength","accel_s7_spikiness","accel_s7_linearity","accel_s7_curvature","accel_s7_stl_e_acf1","accel_s7_stl_e_acf10","Wave_std","Wave_daily_mean_change","Wave_daily_median_change","Wave_peaks","accel_s0_outliers","accel_s1_outliers","accel_s2_outliers","accel_s3_outliers","accel_s4_outliers","accel_s5_outliers","accel_s6_outliers","accel_s7_outliers","y_sensor1","y_sensor2","y_sensor3","y_sensor4","y_sensor5"
"1","2020-01-04 05:00:00",0.994485262165899,0.992055594921112,0.0672501232303789,-0.00528859185837971,0.0023117425334912,-0.00377461314201377,-0.00150215788000441,0.0576985365814804,0.061175893384216,0,0,0.0226680745052916,1.26993433522121e-09,0.0205363729488743,0.0243051272178966,0.0215956699445468,0.0363114566292459,0.987280373469643,0.986085414886475,0.0545746599474973,-0.0103988968436889,-0.00489314616276459,-0.00953850150108293,-0.0074723379146413,0.041761004758335,0.0485004301013344,0,0,0.0361946860143177,2.71979105441088e-10,0.0274356893341011,-0.0164566474332267,-0.139532579322017,0.0569066936814032,0.972981115009474,0.97413045167923,0.0454541505155996,-0.0168045659613988,-0.0191924046229337,-0.0193737149238585,-0.0194273011218864,0.0375006480271465,0.0393799206694366,0,0,0.139510444958832,2.34384440162315e-10,-0.0210614042450887,-0.0537204547617899,-0.0540139228100142,0.100712598032001,0.996055779768073,0.995796918869019,0.0703145167541686,0.0196856855987543,0.00388226013566584,0.0187774896621711,0.00223916606790264,0.05839094303081,0.0642402869080057,0,0,0.0661387227104039,2.17986421842498e-09,-0.0769442341155403,-0.00818452267919209,-0.131070142641534,0.197902140512677,0.98146907609442,0.986596822738647,0.0662839452377416,-0.00918835569934895,-0.0107044435379873,-0.00549513101577803,-0.00696093006246934,0.0566074768817565,0.0602097153915787,0,0,0.0534168719097519,2.27105157904e-09,-0.0580412381521524,0.00809571569793941,-0.0583762456155047,0.0464343283835329,0.995899268855219,0.994832217693329,0.047160738298333,-0.00299326208292872,0.00372574922281177,-0.00215360522270158,0.00127446489221261,0.0401622153783116,0.0410865084521701,0,0,0.00419034853592515,3.82923402240652e-10,0.0274818997354268,-0.0191034796868234,-0.120030159858853,0.127382694715651,0.990098732450734,0.989015340805054,0.0386873261121146,0.0114208628824742,-0.00207478718167331,0.0131178200244911,-0.00454241199606231,0.021355972802974,0.0326130962659517,0,0,0.0719003915696603,1.45124146919701e-10,-0.0136702761044833,0.0565590362849763,0.0455801812064643,0.0795356836012963,0.995124872352766,0.996552348136902,0.0593405461283991,0.00742792249056745,0.00295135272035874,0.00741150975227345,0.00299459533578561,0.042093204045183,0.0532663162822361,0,0,0.0799566438865996,4.42957736842272e-10,-0.0429634383948231,-0.014802140850268,-0.136255649049977,0.0576448539322454,0.00592899999999999,-0.270166666666667,-0.0615000000000001,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","2020-01-04 06:00:00",1.00246735863064,0.997213065624237,0.0669237980956867,0.00290504828069305,0.0102938389982288,0.00165748596191395,0.00365531282312059,0.0575718891007883,0.0608495682495237,0,0,0.0260636689205077,1.93353480782771e-09,-0.0598551494739322,-0.0166769426419292,-0.0199674950653548,0.0981884179119583,0.993653395901556,0.986046612262726,0.0511999568928857,-0.00360991853802872,0.00147987626914803,-0.00875782966613792,-0.0075111405383903,0.0384804660681501,0.0451257270467227,0,0,0.126413155477643,6.19947488414432e-10,0.100751361311735,0.0110878315213427,-0.205063880501568,0.177112165273043,0.958863424218219,0.95642751455307,0.0568371634614939,-0.0302500741141973,-0.0333100954141882,-0.0369328856468201,-0.0371302382480464,0.0489277851345684,0.050762933615331,0,0,0.0319800344595572,9.20718341841038e-10,0.065157362940474,-0.0188667523252072,-0.0833886759120239,0.235092902853183,1.00486137815144,1.01138341426849,0.0801476871750865,0.027703856558168,0.0126878585190298,0.0340664386749231,0.0178256614673737,0.0682247204179559,0.0740734573289236,0,0,0.0378121635235948,2.49629207395533e-09,-0.0593433927191544,0.0529634247587046,-0.125442134000177,0.0861352061357326,0.977587090886157,0.978835642337799,0.0698769150583754,-0.0127028066796379,-0.0145864287462502,-0.012880742549896,-0.0147221104633174,0.0601844285533904,0.0638026852122125,0,0,0.0291289408915953,1.04616208468624e-09,-0.000991964961407206,0.00607394850289923,-0.0882934686092222,0.0775148763969064,1.00143096291501,0.992371380329132,0.0512767301174213,0.00265816246017492,0.00925744328259825,-0.00424534082412709,-0.00118637247198439,0.0443628002827976,0.0452025002712584,0,0,0.0375558890613361,3.24688056645522e-10,0.0207105447285866,0.0538476424047987,-0.0332004268708317,0.0331913467966605,0.986941040598828,0.981485247612,0.0450919398574234,0.00780633651526907,-0.00523247903357948,0.00557988882064897,-0.0120725051891164,0.0274517178891455,0.0390177100112605,0,0,0.0292549203602479,1.48928670793272e-10,-0.0029953936034396,0.0347777730046101,0.130104816677812,0.130802392424822,1.00351769872334,0.99707293510437,0.0552605723828656,0.0155236319615157,0.0113441790909297,0.00732225179672197,0.00351518230325365,0.0381205314128646,0.0491863425367027,0,0,0.0337343709335896,8.42541166647864e-10,-0.0294014124614963,0.0127396949067327,-0.186456300597007,0.12061446719034,0.073441,0.00529166666666647,0.2225,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","2020-01-04 07:00:00",0.998560185536095,0.992336988449097,0.0584092308976393,-0.00111385744002901,0.00638666590368719,-0.00349321961402871,-0.00122076435201934,0.0492458268680163,0.0523350010514764,0,0,0.146067151694662,1.31458421119234e-09,0.0361762898654708,-0.0186512303268327,-0.198164456588727,0.0697788977954046,0.98864576868389,0.987017512321472,0.0497101716168448,-0.00847870273500106,-0.00352775094851765,-0.00684124231338556,-0.00654024047964441,0.0369701354056486,0.0436359417706819,0,0,0.129464720101947,2.01513335486903e-10,0.00789767244309525,-0.0606010699448379,-0.131740786017451,0.109886045543031,0.969597654757292,0.966230988502502,0.0437446714133101,-0.0183523791861167,-0.0225758648751151,-0.0264805257320411,-0.0273267642986144,0.0359403642475744,0.0376704415671472,0,0,0.179752614438622,1.83207744068921e-10,0.0494511839106107,-0.0058680280708233,-0.152418566464295,0.10536557690449,1.00761606174967,1.0013839006424,0.06940981322478,0.029393007211851,0.0154425421172577,0.0238858610391663,0.00782614784128355,0.0577221962683799,0.0633355833786171,0,0,0.0313868130874209,3.10207290458771e-09,0.0635065497758312,-0.00597166899242564,0.0902999465591457,0.141315603392107,0.981776959999748,0.978102028369904,0.0590495054684324,-0.00802436807836882,-0.0103965596326595,-0.0135928988456719,-0.0154557244312123,0.0491936545093285,0.0529752756222695,0,0,0.0789645892219752,1.2638761334707e-09,0.0388714723997326,-0.045549929419112,0.110740122376425,0.0990382859687434,0.990187322575113,0.991666078567505,0.0459416505604661,-0.00868771489741682,-0.00198619705729441,-0.00409129261970509,-0.00189167423361136,0.0391670717187573,0.0398674207143032,0,0,0.0346719232891333,2.73450777590695e-10,0.0250210641607172,-0.0065169774238393,-0.051733627722463,0.0635048465541675,0.990075464352317,0.988568007946014,0.0407532463319181,0.0106405165566323,-0.00209805528009044,0.0115188062191005,-0.0049897448551024,0.0231591665105988,0.0346790164857552,0,0,0.0702482636590512,1.61066662566035e-10,-0.0108360467874173,-0.0231571040612911,-0.0299357953139667,0.0842435094718975,1.00722855225853,1.00719201564789,0.0531566574770867,0.0186374227289611,0.0150550326261256,0.0171208679676074,0.0136342628467736,0.0359860888002619,0.0470824276309238,0,0,0.0793301982450648,1.20946947973971e-09,-0.0773625807484456,0.0459797490566165,0.0935583570044086,0.113547619457193,0.184041,-0.429208333333333,-0.2065,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","2020-01-04 08:00:00",1.00573201697806,1.00268268585205,0.0579446850461967,0.00609922798119311,0.0135584973456491,0.0071271061897269,0.00912493305093354,0.0488258884237464,0.0518704552000338,0,0,0.0414661457638653,1.83556025328091e-09,0.025804062643348,-0.00704901098386049,-0.172744644304017,0.0624118028724493,0.991501969358195,0.988497257232666,0.0457845374181909,-0.00530847603347318,-0.000671550274212063,-0.00441581010818504,-0.00506049556845034,0.0329858530845257,0.039710307572028,0,0,0.140496349204681,2.81483492892826e-10,0.00383533035356072,0.00573258249814858,-0.229996935562498,0.0989372143721537,0.965465987765271,0.966436922550201,0.0557915174323201,-0.0218043284305043,-0.0267075318671367,-0.025625705718995,-0.0271208302509154,0.0479631027908843,0.0497172875861571,0,0,0.0164586223781581,4.08286783954328e-10,0.0431606282749121,0.018695766469606,-0.143907189536403,0.088964056471914,1.00489467434261,0.998369216918945,0.071773503398294,0.0255829899080623,0.0127211547102042,0.020690113306045,0.00481146411782862,0.0600630001527108,0.0656992735521311,0,0,0.0679168463870724,3.85242860644758e-09,-0.0837777306668739,-0.0394707278264189,-0.170456509908035,0.0754884010708713,0.977750607158827,0.985028207302094,0.0723401747363548,-0.0117535221015728,-0.0144229124735807,-0.00664526224136308,-0.00852954549902241,0.0626672774321267,0.0662659448901919,0,0,0.0520189385341709,1.24805008420649e-09,-0.059257082925612,0.0479934977393469,-0.296055446582045,0.283514809503531,1.006686776099,1.00894594192505,0.0546368031548177,0.00813350584489092,0.0145132564665904,0.0140479207038889,0.0153881891239336,0.0479048442686665,0.0485625733086548,0,0,0.00463133558764373,3.21093149201649e-10,0.0254655458765292,0.0217034368697965,-0.0860509586797541,0.0782596604035666,0.994292085067086,0.992460548877716,0.046514407167855,0.0144630440656,0.00211856543467837,0.0142675042152399,-0.0010972039234004,0.0288180569808989,0.0404401773216921,0,0,0.0292489230363331,3.34372328428492e-10,-0.0520537647219365,0.0209407811578998,-0.0262359074965561,0.0981907391606887,1.0032711148262,0.995390892028809,0.0480206306074973,0.0139897103807428,0.0110975951937948,0.004999279975892,0.00183313922769268,0.0307642924077897,0.0419464007613344,0,0,0.121807484255426,7.25125149332052e-10,-0.00321642235603913,-0.139924595866012,-0.000996552541384689,0.0397309121329498,0.00302499999999999,-0.37025,-0.1515,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","2020-01-04 09:00:00",0.992284917112054,0.988272339105606,0.065695320077272,-0.0075657014555659,0.000111397479646946,-0.00755786895751975,-0.00528541369551039,0.0566125358747413,0.0596210902311091,0,0,0.0147806529845186,1.55095287600972e-09,-0.049486476436496,0.0154697485714484,-0.10646674109497,0.102369404440767,0.995865509427827,0.997264832258224,0.0489398891834956,-0.000755347534074802,0.0036919897954194,0.00488384068012215,0.00370707945710813,0.0359354801599177,0.0428656593373326,0,0,0.0165768442525749,5.93858933716068e-10,-0.00619885424296896,0.0044624453771177,-0.0734234787557733,0.0778113472880594,0.972462757394232,0.969345301389694,0.0517846005377061,-0.0140288327861683,-0.0197107622381759,-0.02240064740181,-0.0242124514114224,0.0440691127705923,0.0457103706915432,0,0,0.077925288766916,2.53482542163928e-10,-0.00606912474567175,0.0537861488131568,0.0650935242879445,0.0597359359475894,1.013218977328,1.00571024417877,0.0903338639139862,0.0329936146824528,0.021045457695597,0.0266539454460122,0.0121524913776536,0.0786976977743699,0.0842596340678233,0,0,0.0667270301859001,3.49221764924688e-09,0.0789839715329932,0.0572306592560527,-0.102526478885305,0.0861664099058175,0.984399911144684,0.988344967365264,0.0654099160839868,-0.00468444946923063,-0.00777360848772335,-0.00306509435176883,-0.00521278543585191,0.055486549079284,0.0593356862378239,0,0,0.0832531359344503,8.91798342891495e-10,0.0236488454114325,-0.042973550523649,-0.12300512021686,0.045632453180104,0.999149608714827,0.999433994293212,0.052223341877592,0.000305856109116931,0.00697608908241965,0.00367662310600236,0.00587624149209609,0.0455889476600708,0.0461491120314291,0,0,0.0966130503693379,1.54465077854895e-10,-0.00353970823483952,0.00698674007410216,-0.0490061308749991,0.131112488904563,0.989172479202007,0.990618258714675,0.0388840059738861,0.0088269009124643,-0.00300104043040017,0.0124026536941522,-0.0029394940864409,0.0213195440875084,0.0328097761277232,0,0,0.0539470802752802,2.02816751307128e-10,0.0350924987118381,-0.0193425596052608,-0.189334017063441,0.122901711373374,1.01301395584797,1.015844643116,0.0532795643378913,0.0232329188889125,0.0208404362155625,0.0252296626567821,0.0222868903148787,0.0357463382496928,0.0472053344917284,0,0,0.0361105241070965,6.95729157554417e-10,0.0708416474305382,0.0156788141650167,-0.218332340787728,0.157361013705274,0.019881,-0.508333333333334,-0.2925,4,0,0,0,0,0,1,1,0,0,0,0,0,0
"6","2020-01-04 10:00:00",0.991581625523774,0.991893708705902,0.0557571964694151,-0.00800810678675745,-0.00059189410863314,-0.00366187095642101,-0.00166404409521437,0.046838006710873,0.0496829666232522,0,0,0.00713713240723601,1.23972563574808e-09,0.0377179146119458,0.0104255763975307,-0.0741545151370982,0.117398044666295,0.996836658146071,1.00279331207275,0.0439115975255538,0.000241847650861104,0.00466313851366307,0.00988024473189886,0.00923555927163355,0.0308775758950689,0.0378373676793909,0,0,0.0842533190813116,5.50423439812381e-10,0.0257833816454969,-0.0295161591239699,-0.153731158093858,0.164723587266116,0.975081254088361,0.974254786968231,0.0455856592313656,-0.010926583237344,-0.017092265544047,-0.0171744823455811,-0.0193029658328854,0.0380089264823778,0.0395114293852027,0,0,0.0633845304573164,2.5333778681632e-10,-0.0462847476927776,0.0555053276844132,-0.0890530333606411,0.0412212242867622,0.997477181061455,0.994211196899414,0.0630075674330315,0.0161141075647839,0.00530366142904715,0.0137777030467984,0.000653444098297595,0.0514532424598034,0.0569333375868686,0,0,0.077520913141785,1.92272382281468e-09,0.0794593429550521,0.0101775759260447,0.0594689597267553,0.0532663921512946,0.984303410156913,0.987673819065094,0.0582845610377325,-0.00461941771668306,-0.00787010947549416,-0.00347283482551553,-0.00588393373602236,0.0484319914348864,0.0522103311915695,0,0,0.0391388178537462,7.15147909325644e-10,0.0380674019766784,-0.0484073328603999,-0.101295537829477,0.114023135620832,1.00053672116736,1.00262534618378,0.0475781689878461,0.00168242179926337,0.00836320153494952,0.00600862503052091,0.00906759338266361,0.04106199407658,0.0415039391416831,0,0,0.0183349242399541,2.94495601417022e-10,-0.0301341431582752,-0.0307363618235062,0.0220681892595746,0.109767777739754,0.989382565539816,0.986676633358002,0.0314737288619723,0.00873261135673986,-0.00279095409259134,0.00843846797943149,-0.00688111944311431,0.0137871407533423,0.0253994990158094,0,0,0.0357970869483794,1.53313401802861e-10,-0.013928673738992,-0.0451454251581944,-0.223816214714209,0.0812466315311268,0.998150780408279,1.00124478340149,0.0480816369410461,0.00756860831512074,0.00597726077587113,0.0104064345359809,0.00768703060037357,0.030545206118978,0.0420074070948832,0,0,0.221882875146867,5.56082185909982e-10,-0.114267782119293,-0.0347957702488713,-0.0488766567959511,0.0800089594777239,4.00000000000001e-06,-0.49525,-0.2905,4,0,0,1,0,0,0,1,1,0,0,1,0,0
"7","2020-01-04 11:00:00",1.00133029170658,0.999020874500275,0.050494239084035,0.00200749628894259,0.00915677207417498,0.00350189208984397,0.00546312169915864,0.0415373290993625,0.0444200092378721,0,0,0.0844254419854077,4.3794033048428e-10,-0.117874920119139,0.0185681371758214,-0.0818264402664407,0.0759491064733988,0.998540711402893,1.00258362293243,0.0388785177663294,0.00193783931932168,0.00636719177048573,0.00872486829757257,0.00902587013131373,0.0256287357613207,0.0328042879201665,0,0,0.0994351567270123,4.181625179824e-10,-0.00599812644723313,-0.0157356385010529,-0.0556975970171119,0.0739103749939403,0.973800854579262,0.976644456386566,0.0469272205162152,-0.0118427633051974,-0.0183726650531453,-0.0141339600086209,-0.0169132964145503,0.0393872954742737,0.0408529906700523,0,0,0.0815141630109179,4.37778928298996e-10,-0.0280909748524003,-0.00204290251110372,-0.223365151938476,0.0817430149584058,0.987478497235671,0.988757252693176,0.0640887736713502,0.00557828682017458,-0.00469502239673614,0.00774823129177071,-0.00480050010794031,0.0522480846922632,0.0580145438251873,0,0,0.0521054855538625,3.01653612408468e-09,0.0119256473804146,0.106449990577542,-0.0724572938516744,0.117662718283737,0.986856445022251,0.975647628307343,0.0644469131676244,-0.00191240226078915,-0.00531707461015629,-0.0150463879108422,-0.0179101244937734,0.05476537314637,0.0583726833214614,0,0,0.103821844396727,2.85651250744858e-10,-0.0525622558457682,-0.0560204303545969,-0.0699441199664758,0.0959586540762379,0.988991646663002,0.993979632854462,0.0447709903242363,-0.00991873343173333,-0.00318187296940509,-0.00300619006156855,0.000421880053345647,0.0383274403496082,0.0386967604780734,0,0,0.051837306587086,1.44714654682442e-10,-0.0153718180817451,0.0523423316340071,-0.0755513990294869,0.078796075696755,0.996441151784814,0.994406819343567,0.0357213310958185,0.0155001105565133,0.00426763215240678,0.0145451128482817,0.000849066542450649,0.0176182217128242,0.0296471012496556,0,0,0.0306914991986843,1.23403392925635e-10,-0.00915796236494241,0.0351670691137825,-0.10772440042391,0.0662995870818776,0.994081707622694,0.992038607597351,0.0467466499404392,0.00324724858569836,0.00190818799028614,0.000804036855697521,-0.00151914520376539,0.0290317326737888,0.0406724200942762,0,0,0.0506384762012123,7.00778200976849e-10,0.0419548084477097,0.0280584636397047,-0.0768957257670593,0.0586831510692645,0.00184899999999999,-0.539833333333333,-0.3335,4,1,0,0,1,0,0,0,0,0,0,0,0,0
"8","2020-01-04 12:00:00",0.993047301147295,0.994464695453644,0.0487664800752173,-0.00634025221514956,0.000873781514887484,-0.00109088420867898,0.000906942652527665,0.0395545646727255,0.0426922502290544,0,0,0.0792511574993793,5.58799982432297e-09,0.0342052055630962,0.136268321500206,-0.0940671143402351,0.0691453637899337,0.990429281151813,0.984349429607391,0.0431145531078196,-0.00623610187754331,-0.00174423848059468,-0.0104550123214729,-0.00920832319372533,0.0294476060210452,0.0370403232616567,0,0,0.069761044997549,9.85125098473878e-10,-0.0410760387417375,-0.00589013054379189,-0.0508123279456733,0.0932150548024103,0.966263887156611,0.962628960609436,0.0478984807293144,-0.0189977061051004,-0.0259096324757966,-0.0274986028671259,-0.0309287921916803,0.0404316361026723,0.0418242508831515,0,0,0.0250533417171895,7.3150341558446e-10,-0.062651172003004,0.0294587211794363,-0.0452081614082577,0.0510947301159766,1.00035095888635,0.995033383369446,0.0622338205073041,0.0182708037347222,0.00817743925394621,0.013448834419251,0.00147563056832967,0.0502110971124491,0.0561595906611412,0,0,0.0736025959215588,4.69146344347009e-09,0.0176464539028447,0.16747040672997,-0.0964910218162338,0.0873861652235511,0.98718052169551,0.98868054151535,0.0575201555670488,-0.00152663519202068,-0.00499299793689711,-0.00156083703041099,-0.00487721128576635,0.0479281001782005,0.0514459257208859,0,0,0.022214301544065,1.36600475579401e-08,-0.075513160155689,0.0382820171895493,-0.00698213817043853,0.157209914475538,0.997388586790665,0.998773276805878,0.0403629591928375,-0.00120183416111153,0.00521506715825759,0.00215655565261896,0.00521552400476166,0.0339165717790127,0.0342887293466746,0,0,0.042841128895226,9.88609706936198e-10,-0.0800482609267359,0.0188110620629707,-0.148595748052795,0.127383465151239,0.994562664239303,0.990981221199036,0.0342375173587982,0.0131216194446628,0.00238914460689543,0.00949597358703602,-0.00257653160208038,0.0159820846662428,0.0281632875126353,0,0,0.0190172346533272,2.3276460552117e-10,0.0230242690552313,0.00436650389202735,-0.0374028801152651,0.0984532566819088,0.998496190361355,0.993635177612305,0.0483446155541867,0.00755698136998262,0.00632267072894777,0.00200438499450706,7.74248111886644e-05,0.0304401765768866,0.0422703857080237,0,0,0.0178430590179808,2.92859600096198e-09,-0.0766304859556434,-0.0193407486706086,-0.047103466684142,0.0843624082760278,0.039204,-0.738666666666667,-0.5315,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","2020-01-04 13:00:00",1.00155301716017,1.00293719768524,0.053937038463901,0.00236359667944586,0.00937949752775946,0.0074182152748089,0.00937944488412357,0.0444282127046782,0.047862808617738,0,0,0.0131240218618925,7.27984057032775e-10,-0.00152477953141584,0.0208953730053949,-0.123846085840077,0.0658262104389271,0.997580813843271,0.997258961200714,0.0384676462467734,0.00111030899758791,0.00540729421086328,0.00340020656585649,0.00370120839959764,0.0246502033899041,0.0323934164006105,0,0,0.0320764437994489,2.7784070049586e-10,-0.0332652439735205,-0.0197988812064913,0.211741309111909,0.133066550568029,0.969909720317177,0.967256784439087,0.0377305268752404,-0.0147581946287499,-0.0222637993152305,-0.0206987112760539,-0.0263009683620293,0.0303537542255103,0.0316562970290775,0,0,0.083097898259994,2.16542126004893e-10,0.0315706984126082,-0.0286034088812412,0.058138588840067,0.0635514113071455,1.00170127568038,1.00820422172546,0.0581690959226978,0.0190501579120345,0.00952775604796852,0.0263896435499156,0.0146464689243437,0.0459197067729822,0.0520948660765349,0,0,0.0185847797711395,1.23760310415839e-09,-0.0195918964918688,-0.0220565065837671,-0.0262754417609448,0.0869765609571983,0.989565033498018,0.994443893432617,0.0640170631218996,0.000905583960237322,-0.0026084861343898,0.00440542399883248,0.000886140631500609,0.0545804818830535,0.0579428332757367,0,0,0.0675716419842204,4.24055749613258e-10,0.0342155670822095,0.019019391276131,-0.0168730838878415,0.0565792531067252,1.00131046098212,1.00057923793793,0.0402298277646895,0.0027575973478734,0.00913694134970777,0.00359341502189936,0.00702148513681355,0.0336055780853484,0.0341555979185266,0,0,0.109066346442562,1.08676242453898e-10,-0.0428993471289451,-0.02755501971102,-0.156859215882606,0.12760234967713,0.988995081445445,0.988881886005402,0.0298567636892608,0.00714398604315925,-0.00317843818696251,0.00738193094730411,-0.0046758667957143,0.0114300902108084,0.0237825338430979,0,0,0.125303127550137,1.1839884418179e-10,-0.0804865453462669,-0.0510752960447118,-0.163877360441475,0.153110473350244,1.01033673649249,1.00862920284271,0.0446315577604824,0.0191613718333041,0.0181632168600812,0.016932368278501,0.0150714500415936,0.026640161723323,0.0385573279143195,0,0,0.0726674614039597,5.15862421290104e-10,0.0331504498469402,-0.0074976008526568,0.0503894412540559,0.0878553447713227,3.60000000000001e-05,-0.710916666666666,-0.506,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","2020-01-04 14:00:00",1.0022359418458,0.99762350320816,0.0567256084815688,0.0029748972232726,0.0100624222133876,0.00206792354583696,0.0040657504070436,0.0471859197471803,0.0506513786354058,0,0,0.0704051265169734,5.82474593439734e-10,0.099818431595128,0.00920354663637057,-0.0330410744052433,0.112088230023718,0.999144164138827,1.0023078918457,0.0449064012747297,0.00264001356594401,0.00697064450641904,0.00750344991683605,0.00875013904458366,0.0307721503874832,0.0388321714285668,0,0,0.0952272643156225,2.66250419368161e-10,0.0248171168579492,0.0703407410410761,-0.0915664954419207,0.111095804182297,0.972023305194131,0.977159291505813,0.0436563382430801,-0.0121973917327429,-0.0201502144382765,-0.00862413644790649,-0.0163984612953029,0.0360036666207154,0.0375821083969172,0,0,0.0640390793891761,2.15172804295082e-10,-0.0525548881939863,0.0263729341436809,-0.146547376666184,0.110750430384275,0.987283632159233,0.99013152718544,0.0662057299734599,0.00405523687840537,-0.00488988747317465,0.00808691978454612,-0.00342622561567629,0.0535798335963808,0.060131500127297,0,0,0.0412789092328097,2.55328217494472e-09,-0.0726428450640119,-0.0466696482567659,-0.0725670214047263,0.0751584044541324,0.988012315384273,0.989293187856674,0.0516369497646216,-0.000674576091696633,-0.00416120424813471,-0.000948190689087025,-0.00426456494444238,0.0422911776022632,0.0455627199184587,0,0,0.0323071221314765,4.06866872328204e-10,0.0232804363057879,0.0177458479159238,-0.1732396169189,0.179329218798288,1.00259930357851,1.00000950694084,0.0402063309867102,0.00396287638827053,0.0104257839461011,0.00265458226203896,0.00645175413972465,0.0334291522973243,0.0341321011405472,0,0,0.0799922078352904,3.16616934052443e-10,0.0193317963687621,0.000587686848880112,0.0220545452927671,0.0725559676766332,0.989186650206302,0.987543851137161,0.0334900150571588,0.00711907037846637,-0.00298686942610504,0.00602918863296509,-0.00601390166395532,0.0147545588173044,0.0274157852109959,0,0,0.0232275378781351,1.81857185487939e-10,-0.00941559534171444,-0.00289900775857476,0.00552472054826182,0.0730426691398893,0.997753073943072,0.995517194271088,0.0489224768276766,0.00599706165257552,0.00557955431066481,0.00375431776046753,0.00195944146997118,0.0307354273111666,0.0428482469815137,0,0,0.056774553589375,1.01136928368207e-09,-0.0066444550285866,0.0580747787863813,0.0182770019227656,0.100482961011201,0.00118992815576946,-0.626004664724495,-0.421004664724495,4,1,1,1,0,1,1,0,0,0,0,0,0,0
